author,text,date,likes,polarity,rating,emotion,aspect
si gemoy,"paling naiknya juga gak signifikan ,mnrtku juga gk maslah...",-,0,Negatif,2,Sarkas,Harga:BedaDenganJepang
Iffah Pratama,woi pak mereka sesua dg umrnya n gajih meresa brp jg ..,-,0,Negatif,1,Sarkas,Mentan:Blunder
deww,klo pendapatan kita kaya jepang bodo amat beras naik jga bodoh,-,0,Negatif,1,Marah,Beras:Mahal
✴️Abimanyu,pola pikir mu aj wes salah... kok bs yah duduk d stu,-,0,Negatif,2,Sarkas,Pola Pikir Mu Aj Wes Salah:Beda
尺丨ㄖ ᐯ丨ㄖ,UMR gur 2 jt padakke jepang pekoke,-,0,Negatif,1,Marah,UMR:BedaDenganJepang
toko hafizhan store,"pak Jepang gajinya 25 juta, mau beras harga 500 rb juga wajar, Indonesia gaji tukang 120 , mana semua pada mahal",-,0,Negatif,2,Sarkas,Gaji:Beda
erika8487,di samain sama Jepang terlalu jauh berbeda,-,0,Negatif,2,Marah,Jepang:Beda
KING YOHANES🔥,BUBARKAN DPR,-,0,Negatif,5,Marah,DPR:Bubarkan
Shantielw,"Ya ributlah anj, gaji kecil tp semua mahal. Kau enak tunjangan beras doang 12jt",-,0,Negatif,1,Marah,Beras:Mahal
Pi2T Aja,pak ini indonesia bukan jepang,-,0,Negatif,2,Sarkas,Pak ini:Blunder
Teteh Amy,pindah ke jepang dak lu ..,-,0,Negatif,2,Sarkas,Jepang:DakLu
rida,"100/kg,UMR Sono brp hhhhh,dagelann",-,0,Negatif,1,Marah,UMR:BedaDenganJepang
Enci,yaudah samain aja dulu UMR nya dong sama jepang,-,0,Negatif,2,Sarkas,UMR:Beda
issel,jepang gaji karyawan per jam su kene sebulan coba gaji karyawan disamakan jg wani ngomong sukur njeplak wae,-,0,Negatif,1,Sarkas,Gaji:Kecil
010101_13,lebih pinter adek gue,-,0,Negatif,2,Sarkas,Beras:Mahal
Aku Aries,Pengen silaturahmi ke akunnya dehh,-,0,Netral,3,Netral,Pengen silaturahmi ke akunnya dehh:Bisa
akbaramrl,jadi mentan jalur buzzer juga ya pak?,-,0,Negatif,5,Sarkas,Mentan:Buzzer
mamiiKeeNz,your eyes pak,-,0,Negatif,2,Sarkas,Beras:Mahal
jupenil 2,"umur 3jt dibandingin sama yang umr 300rb yen, kalo gatau 300rb yen itu sekitar 30jt kocak",-,0,Negatif,1,Sarkas,UMR Indonesia:BedaDenganJepang
Saskila not zaskia,Lah ko umr e ae ws bedo adoh kocak,-,0,Negatif,2,Sarkas,UMR:Beda
melisa tiktok1234,😅😂😂😂gaji di Indonesia dan di Jepang sama nga bos😂..,-,0,Positif,5,Senang,Gaji:Kecil
Apriliacu,Kau samakan sama jepang wkwkwkwkwkw agak lain,-,0,Negatif,2,Sarkas,Jepang:Beda
Ra,goblok bgt gaji disini aja kecil anj,-,0,Negatif,2,Marah,Gaji:Kecil
sye,tomlol,-,0,Negatif,2,Marah,Beras:Mahal
Paoellna,"Woyyy beras 100 ribu perkilo di jepang wajar , gaji mereka sebulan 20 juta anj",-,0,Positif,4,Senang,Gaji:Banyak
kansasa🧿,jir bolot bgt,-,0,Negatif,1,Sarkas,Beras:Mahal
Marsa Linda72,sini rumput jepang pak adanya 😭,-,0,Positif,5,Senang,Jepang:Keren
isss,rakyat nya aja beli beras 12 rb banyak yang masih belum mampu apa lagi 100 rb,-,0,Negatif,1,Marah,Beras:Mahal
Myro,IQ DPR?,-,0,Negatif,1,Marah,Mentan:Blunder
Goblynn🌀,negara sakit disamakan sama negara maju🗿,-,0,Negatif,2,Sarkas,Aspek:SakitDisamakan
Diiah_kurnia,anj dia pas pembagian otak ikut hadir engk sih 😤,-,0,Negatif,2,Sarkas,Pembagian Otak:Mengganggu
마해 노민,"di jepang beras 100rb /kg, UMRnya 60jt pak🙃",-,0,Negatif,1,Marah,UMR:BedaDenganJepang
Agustina,"gpp beras 100rb per kg,,yang penting UMR sama kaya di JEPANG",-,0,Negatif,2,Sarkas,Beras:Mahal
Natanara onlineshop,"naik laki jadi ladang korupsi lagi,,",-,0,Negatif,1,Sarkas,Mentan:Blunder
Nuraini kim,hmm gimanaa yaa,-,0,Negatif,2,Sarkas,Beras:Mahal
...uubogifigif,beda negara beda umr . beda pola pikir..,-,0,Negatif,2,Sarkas,UMR:BedaDenganJepang
SP24,huft😮‍💨,-,0,Negatif,2,Sarkas,Beras:Mahal
Pithoel,JEPANG UMRNYA BERAPA ANJ.... 😭 GEDEK BANGET,-,0,Negatif,5,Marah,Jepang:Beda
h_llory_,Lu aja gak mau dibandingin ama rakyat jelata eh indo dibandingin ama jepang😭,-,0,Negatif,1,Marah,Mentan:Blunder
🎀,ngomong ajeh ama tembok,-,0,Negatif,5,Sarkas,Mentan:Blunder
LxlNaufal,"bego dipiara,nyamain sama jepang yg pendapatan perbulannya beda",-,0,Negatif,1,Marah,Mentan:Bego
Tini Shop kripik coklat lumer,pakkk jangan cuma petanii aja yg dipikirinnn...pikirin juga saya yg seorang pedagang ..semua serba mahal tapi daya jualnya biasa aja pakkk...sejahterakan semuanya pakk jangan cuma petani aja,-,0,Positif,4,Senang,Pikirin:Positif
Bintang A'R,😢,-,0,Negatif,2,Marah,Beras:Mahal
istri Chanyeol,sekelas Mentri loh 😭,-,0,Negatif,5,Sarkas,Mentan:Blunder
mbdew80😘,kalo pengen kayak jepang sejahtetakn rakyat bpk bukan terus mnyusahkn rakyat.jepang gaji utk buruh aja brx lipat dg indonesia dan mereka mampu lha kita jdi ojol aja dkasih thr cmn 50rb mau sejahtera dri manenya..!!agak aneh skrng pejabat klihatn gk brmutu!!,-,0,Negatif,1,Marah,Mentan:Blunder
ayupebbb,dong00,-,0,Negatif,2,Marah,Harga:Beras:Mahal
uvi anijah95,"Indonesia makanan pokok utama nya nasi pak. di bilang belum makan kalo belum makan nasi. jangan samain sama negara lain pak.. Jepang negara maju, beda sama indonesia yang maju cuma pejabatnya doang",-,0,Negatif,5,Marah,Mentan:Blunder
gembull😎,Kelewat pinterr ikii cokk,-,0,Negatif,2,Sarkas,Mentan:Blunder
nuna,ya Allah kenapa harus rakyat yg tanggung jawab apa apa rakyat yg JD korban pajak naik sembako naik astagfirullah 😔😔,-,0,Negatif,1,Sedih,Rakyat:Korban
Ikhwan Fauzi,ulah mamawa jepang atuh pa 🤣,-,0,Positif,5,Senang,Jepang:Keren
sego 🌽,menteri goblok,-,0,Negatif,1,Sarkas,Mentan:Goblok
noviyn,jepang beda skrg gaji di indo 800rb clsebulan cuma dapet beras 8kg 2 minggu makan beras doang 🥲 beki gas gmna,-,0,Negatif,1,Marah,Jepang:Beda
nov,disamain sama jepang 😂,-,0,Negatif,2,Sarkas,Jepang:Beda
AGUS TIRANDA,suru aja jepang pimpin indonesia pak biar sama harga beras nya😁😁😁,-,0,Positif,5,Senang,Jepang:Pimpin
Hanif_sijow_13,jepang 1 jam gaji nya paling kecil 100 ribu,-,0,Positif,5,Senang,Gaji:Besar
piiiiiiiiii🧚🌈✨🔥,minimal evaluasi dlu pak jangan langsung ngmng😩,-,0,Negatif,1,Marah,Mentan:Blunder
Gadis,Pak pejabat jepang juga mengundurkan diri sebelum didemo,-,0,Negatif,2,Sarkas,Pak pejabat jepang:Mengundurkan diri
F,dangkal,-,0,Negatif,1,Sarkas,Harga:Beras:Mahal
nyuransih tri budiarti,anjir Indonesia dibandingkan dengan negara jepang yang sangat maju😭,-,0,Negatif,2,Sarkas,Jepang:Beda
Zogara,"maklum DPR yg tdk tau perbedaan negara maju dan berkembang, UMR nya aja jauh dri Jepang 🥱",-,0,Negatif,5,Marah,DPR:Blunder
widianti,gaji naik dong pak kebanyakan korupsi bikikn negara bangkrut☺️,-,0,Negatif,2,Sarkas,Gaji:Kecil
@NK,CANGKEMUUUUUU,-,0,Negatif,1,Sarkas,Beras:Mahal
Endah Lokita,Dibanding bandingke kro sik ws maju😭,-,0,Negatif,2,Sarkas,Beras:Mahal
OVI.94,pak Ingat!!! Rakyatmu ekonominya tidak semua seperti KELUARGA ANDA!!!,-,0,Negatif,5,Marah,Mentan:Blunder
Maulid biansyah,"pendapat saya arah dari inti perkataan pak mentri,, untuk kesejahteraan petani mungkin video ini dipotong,, itu pendapat saya",-,0,Negatif,2,Sarkas,Pendapat:Mungkin
desember7653,PAK kita nggk pantas di bandingkan dengan jepang pak. jauh sekali😭😭😭,-,0,Negatif,1,Marah,Mentan:Blunder
yuseryyy,UMR di jepang berapa pak..,-,0,Negatif,2,Marah,UMR:Beda
ZroyFrmDaO,gguna,-,0,Negatif,2,Marah,Harga:Beras:Mahal
Denai,Dunguuuuu,-,0,Negatif,1,Sarkas,Mentan:Blunder
M∆s Pan🗿,perbandingan nya Jepun suu 😂🗿,-,0,Negatif,2,Sarkas,Perbandingan:Beda
n,naikin dulu pendapatan perkapita indonesia citizen,-,0,Negatif,2,Sarkas,Pendapatan:Berkurang
sofinrl,disaruakeun jng jepang☺️,-,0,Negatif,2,Sarkas,Jepang:Beda
Fitri Susanti,tpi jepang rakyat nya mkmur dan rta2 gji besar jdi wajar2 aj dngan hrga segitu,-,0,Negatif,2,Sarkas,Jepang:Beda
whooss 🐿️,nyamain sama negara maju sinting,-,0,Negatif,1,Sarkas,Mentan:Blunder
andi,kopong🗿,-,0,Negatif,2,Sarkas,Beras:Mahal
Fauzi,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,-,0,Negatif,1,Sarkas,Mentan:Blunder
Racun tiktok🤏,boleh naik harga beras..tapi pngen digaji 3jt sehari juga,-,0,Negatif,2,Sarkas,Gaji:BedaDenganHargaBeras
ᥫ᭡nel,di samain sama jepang WKWWK. samain juga donggg umr nya syggg,-,0,Negatif,1,Marah,Mentan:Blunder
Puttt?🤍,streessss stresssssssssss,-,0,Negatif,1,Sarkas,Mentan:Blunder
Ɏ₳₦₩₳Ɽ ₥ɄⱧ₳₥₥₳Đ,"jepang umr 20jt+, lah Indonesia umr msih bnyak perbedaan, msih bnyak rakyat tidak mampu mlh d bandingin sma jepang, kocak bapa ny nih",-,0,Negatif,1,Marah,Mentan:Blunder
✨,"lah, coba rupiahin gaji jepang perbulan berapa pak? ini maaf bgt ternyata netizen lebih pintar 😂",-,0,Positif,5,Senang,Netizen:Pintar
tikaputri,"btw 100k per kg? gua beli beras 5kg itungannya gk sampe 500k, di rupiahin cuma 300k",-,0,Negatif,2,Sarkas,Beras:Mahal
Ipit⋆𐙚,udah gelo astaghfirullah,-,0,Negatif,2,Sarkas,Mentan:Blunder
yuuukspallspill,ya Alloh 😭,-,0,Negatif,2,Sedih,Beras:Mahal
stawberrysweet,"akunnya ni bapak2 apa ye, mau silaturahmi",-,0,Negatif,2,Sarkas,Bapak2:Netral
Panggil saja RINI😼,gaji di samain dlu dong ky jepang🤣,-,0,Positif,5,Senang,Gaji:Kecil
kiara,oi gaji jepang berpa boy.masa gitu aja harus gue jelasin ma orang bodoh sprt saya.,-,0,Negatif,1,Sarkas,Gaji:Kecil
goegooma,dongo,-,0,Negatif,2,Marah,Harga:Beras:Mahal
Sand and Sea,oon,-,0,Negatif,2,Marah,Harga:Beras:Mahal
axheilss,kok dipadakne jepang😭,-,0,Negatif,2,Sarkas,Jepang:Beda
dita95,menteri sekarang kagak ada otak nya.,-,0,Negatif,1,Sarkas,Mentan:Blunder
🧠,@Fitrah Ramadan Kahar S.Sos,-,0,Negatif,1,Marah,Mentan:Blunder
KataKehidupan,bandingkan harga beras dengan pendapatan penghasilan gaji sana,-,0,Negatif,2,Marah,Beras:Mahal
Sayooo_,Agak lain pun,-,0,Negatif,1,Marah,Mentan:Blunder
josi,Goblokkkk,-,0,Negatif,1,Sarkas,Beras:Mahal
pwetty,si kocak orang kek gini jdi dpr cih,-,0,Negatif,5,Sarkas,Mentan:Blunder
Endang Fitriana,Oalah pak pak kok gak nyambong,-,0,Negatif,2,Sarkas,Mentan:Blunder
Wolu 56,klw gaji pembantu rumah tangga gajinya sebesar gaji di jepang. gak akan ada orng Indonesia kerja di jepang pak .😂😂😂,-,0,Negatif,5,Sarkas,Gaji:Kecil
lolyyyy🍒,umrr nya aja bedaaa pakkk🙃,-,0,Negatif,2,Sarkas,UMR:Beda
1 5 M a r e t 🕊️,Beras harga yg sekarang aja masih ada yang belum mampu beli,-,0,Negatif,2,Sedih,Beras:HargaMahal
p a m i,udah tua dongokkkk,-,0,Negatif,2,Sarkas,Mentan:Sarkas
Atheraaa,jir lahh.. jepang negara maju woy. pendapatan mereka juga diatas rata2. lah indonesia?,-,0,Negatif,5,Marah,Jepang:Beda
salwaruzi,muak ma mulut kau 😡,-,0,Negatif,1,Marah,Mentan:Blunder
Xvy_,Blokk,-,0,Negatif,1,Marah,Mentan:Blunder
Sultan Np shop,"Makassar UMR 3,8 itupun masih ada gaji 1,bla bla.... 😭😭😭",-,0,Negatif,1,Sedih,UMR:Beda
yupyupiii,jepang umr nya berapa? Indonesia umr nya berapa? minimal gajinya disamain lah ya,-,0,Negatif,2,Marah,UMR:Beda
Mendadak Bisa,uteke bosok,-,0,Negatif,2,Sarkas,Beras:Mahal
ARDA,Serius ini mentri indonesia tolol kya gini,-,0,Negatif,1,Marah,Mentan:Blunder
~•Sendaljenner🩷,"jepang 100rb/kg tapi yaa preettt 1. mata uang beda 100rb disini ga ada apa² nya di jepang, 2. UMR jepang sama konoha beda preetttt !!! yg modelan bgni, siaa yg milih sih anjirrr 😭",-,0,Negatif,5,Marah,Mentan:Blunder
🌂☂💜💙,minimal umr samain sama jepang,-,0,Negatif,1,Marah,UMR:Mahal
Allenza15,"bapa terhormat, kalo UMR 35 jt, mau naik 100rb tidak masalah, lah ini gaji rata2 di indo berapa",-,0,Positif,4,Senang,UMR:Besar
maachaa 🌱🌼,indonesia di samain sama jepang njirrr 😭😭😭😭,-,0,Negatif,5,Marah,Mentan:Blunder
askaaska7000,"Menterine Prabowo koplakk kbh,,g Ono seng warass pikirane",-,0,Negatif,1,Sarkas,Mentan:Blunder
Gogos Ortega,"ini orang ngomong orang pake otak ,,lah mau di samakan sama negara maju lah buset 😆😆😆",-,0,Negatif,2,Sarkas,Mentan:Blunder
hafidzan,dia ngomong dipikir dlu ga sih,-,0,Negatif,2,Sarkas,Mentan:Blunder
lontong pocong hijau,sekolah tinggi tinggi ilmunya pada tolol para pemerintah nya,-,0,Negatif,1,Sarkas,Pemerintahan:Blunder
TekopiN,yg penting ngomong tampa riset terlebih dahulu,-,0,Negatif,1,Marah,Mentan:Blunder
rieyhandaa 𐙚⋆°🦢.⋆ᥫ᭡,Lah disamain sama jepang 😭,-,0,Negatif,2,Sedih,Beras:Mahal
lina,UMR jepang beda pa pekerja petani Ajja gajih nya gde nah di kita buruh serabutan di bayar 50 rbu,-,0,Negatif,1,Marah,UMR:Beda
-,pak sekolah jangan sampe gerbang doang,-,0,Negatif,2,Sarkas,Pak Sekolah:Blunder
nuz,sekalian aja bandingkan dgn Inggris 😂😂😂,-,0,Positif,5,Senang,Bandingkan:Dukung
yulia,orang gaji aja jauh beda😭😭,-,0,Negatif,2,Sarkas,Gaji:Kecil
aasasmara_,"beras 1 liter 15rb aja kita udh ga sanggup pa, kita mah duit 1jt jg hrs dicukup2in buat sebulan",-,0,Negatif,1,Marah,Beras:Mahal
lontong pocong hijau,"sekalian pemerintah nya gajinya samain sama kariawan yang Masi 2,2 gak usah dpt tunjangan",-,0,Negatif,2,Sarkas,Gaji:Kecil
@Nenkhas82,kepinteran jadi kebeliger😂,-,0,Negatif,1,Sarkas,Kepinteran:Kebeliger
nabilaanania,BEDA GAJI BLOG,-,0,Negatif,1,Marah,Beras:Mahal
❤️DRHG❤️,pakkkkk jepang UMR nya brapa 😂???kocak bgt NII c bapak kek pen pindah tempat duduk dr situ,-,0,Negatif,5,Sarkas,Jepang:BedaUMR
KUN,tolol pendapatan aja beda jauh,-,0,Negatif,1,Marah,Mentan:Blunder
Noprita Azza,"kenapa menteri zaman pak wowo bobrok semua..jgn kan mau 2 periode,, 1 periode aja kelamaan jadi presiden..1 tahun aja cukup",-,0,Negatif,1,Sarkas,Mentan:Bobrok
arjuna renjana,UMR purwokerto 1.5 ge tuku beras mung entuk 15kg🤣,-,0,Positif,5,Senang,UMR:Purwokerto:Beras:Menguntungkan
totti sh,ngomong naon,-,0,Negatif,1,Sarkas,Mentan:Blunder
zevano_felix,gajih DPR harus di jaga,-,0,Negatif,2,Sarkas,Gajih:Dukung
Anak Bungsu,"dia ngomong gitu karena simpan an uang nya banyak,, duit 100 itu sangat berarti bagi rakyat miskin pak",-,0,Positif,5,Senang,Mentan:Wise
Gemini🕊️🕊️,goblok disamain sama jepang ya kalah jauh,-,0,Negatif,2,Marah,Mentan:Blunder
🌈🌾,bisa bisanya ya dibandingkan dengan jepang woyyyyyy 😭bapak ini gimana sih,-,0,Negatif,2,Marah,Mentan:Blunder
Yanti Yn901,Gaji per hari 100 rb cuma bisa beli beras 1 kilo,-,0,Negatif,5,Marah,Gaji:Berkurang
Mas Lee 014,kok makin banyak yg dongo pemerintahan kita,-,0,Negatif,1,Marah,Pemerintahan:Blunder
TukangKuku,Umr aja udh beda coy coy,-,0,Negatif,1,Marah,UMR:Mahal
Syff_🐣,Wkwk ketampar di tempat,-,0,Negatif,5,Sarkas,Mentan:Ketampar
Penimelani,Gaji di jepang berapa anjayyyyyy,-,0,Positif,5,Senang,Gaji:Kecil
cok,indo sama jepang ya beda,-,0,Negatif,2,Marah,Harga:Beras:Mahal
MomZaf.shop,"eh eh eh gimana gimana, gaji di Indonesia aja banyak yang masih dibawah sejuta. kalau beras 100rb hari besoknya makan angin 😂",-,0,Negatif,2,Sarkas,Gaji:BanyakTidakCukup
uii_iiu,what mau disamakan dgnJepang? uang untuk kesejahteraan petani habis dimakan tikus negara,-,0,Negatif,1,Marah,Mentan:Blunder
lontong pocong hijau,"enak kali ngomong nya inget jepang umr nya Udha 30jt indo masi rendah 2,2",-,0,Negatif,1,Marah,UMR Indonesia:BedaDenganJepang
joe ganteng level 4,mungkin harga beras jepang ini yg jadi acuan tunjangan beras anggota dewan 12jt,-,0,Negatif,2,Sarkas,Beras:Mahal
d,beg0 beg0 teuing gableg mentri th,-,0,Negatif,2,Sarkas,Mentan:Blunder
augusttiyono,dongok,-,0,Negatif,2,Marah,Harga:Beras:Mahal
auliaaa🍄,lailahailallah ya allah ada ya orang modelan begini😭,-,0,Negatif,2,Sedih,Beras:Mahal
หมวกฟาง ฟาร์ม,petani pengen sejahtera rakyat pengen sejahtera udh diwakilkan DPR 😂😂,-,0,Negatif,2,Sarkas,Mentan:Blunder
zweeiii,"soal ginian aje lu kiblatnya jepang, noh pejabat jepang banyak mundurnya kalo blunder.. ga kaya di konoha",-,0,Negatif,1,Sarkas,Mentan:Blunder
emaasnan,"dah lah, tidak bisa ber word2 sudah liat pejabat2 sekarang",-,0,Negatif,2,Sarkas,Pejabat:Blunder
NostalNovanda91,harga beras 100kg TPI mata uang sana beda SMA sini ...,-,0,Negatif,1,Marah,Beras:Mahal
febbyyes,Pak jangan bandingin sama negara yg gaji nya jauh dengan indonesia,-,0,Negatif,2,Sarkas,Banding:Kecil
Akukuatsehatbaikhati,bang.... penghasilan kuli 100 ribu sehari pakk bukan sejam masa ia dibandingkan sam jepang 😂,-,0,Positif,5,Senang,Gaji:Banyak
Jiju,GAJINYA SAMAIN JUGA KAYA JEPANG DONG,-,0,Negatif,5,Sarkas,Gaji:Kecil
nda,liat umr nya lah anj😭😭,-,0,Negatif,2,Sarkas,UMR:Beda
araprojectidn,Pake gaji bapa? 😭🫵🏻,-,0,Negatif,2,Sarkas,Gaji:Beda
🍉,ALLAHUALBAR😭,-,0,Negatif,1,Sedih,Beras:Mahal
rahil,"pak e, seandainya bpk itu Dibawah, bkan seorg mentri, gaji dibawah UMR, yg duduk mentri itu org lain, kluar lah kalimat sprti itu , gimana prasaan bpk, kesal gk ? pnya perasaan gk ?",-,0,Negatif,1,Marah,Mentan:Blunder
BoruRegar096😘,dasar paok emng klian bisa naikan gaji kami setara dngan gaji d jepang longor kok g ketulungan😂,-,0,Negatif,2,Sarkas,Gaji:Kecil
yousheeee,lha jepang gajine 30jt bjirrr kok di bandingke,-,0,Negatif,1,Sarkas,Gaji:Kecil
xxx_28,paling bodok btl🤣,-,0,Negatif,1,Sarkas,Mentan:Bodok
Shinta al-fatih,Jepang sesuai sm pendapatan nya.. gimana sih otaknya,-,0,Negatif,5,Sarkas,Otaknya:Ketidaksetujuan
R,dibandingin ama jepang yang negara maju 🗿,-,0,Negatif,2,Sarkas,Jepang:Beda
Eyen06,paa jepang 25jt perbulan paaaaaakk,-,0,Positif,5,Senang,Jepang:KerjaLewat
nihondake81,Gaji kita perjam 100 rb pak kalau mau sama harga nya dengan jepang,-,0,Negatif,1,Marah,Gaji:Kecil
adniᗡ,"disamain sm jepang, dr pendidikan, segala macemnya aja udh beda cok",-,0,Negatif,2,Sarkas,Jepang:Beda
yeniAldy30,dibandingkan dg Jepang? yakin om?,-,0,Negatif,1,Sarkas,Jepang:NotComparable
Come_My_Your_Run,ini mentri goblok banget membandingkan perkspita negara ini dgn negara maju,-,0,Negatif,1,Marah,Mentan:Goblok
Bakso Kang Murad,kok bisa jadi DPR beliau ini,-,0,Negatif,1,Marah,Mentan:Blunder
Farah Anindita,jepang 100k perkiloo gaji 20 jt la kitaaa 😭,-,0,Negatif,2,Sedih,Gaji:Kecil
potato16,penyakit otak ini kalo kata surya insomnia.,-,0,Negatif,1,Sarkas,Penyakit Otak:Menghujat
🇭 🇮 🇱 🇲 🇴 🇳⁰¹,heee UMR indo berapa goblog di bandingin UMR jepang jauh banget tololl,-,0,Negatif,5,Marah,UMR Indo:Mahal
꧁♥️𝐉ᵃ𝕕ʊļ Ⓜ️ẳⁿ𝐭ᴜ₰♥️︎꧂,langsung di respon ibu titiek👍👍👍,-,0,Negatif,2,Marah,Beras:Mahal
Mass Ajiz,jepang GC korupsi pak aduhhh yeee,-,0,Negatif,1,Marah,Jepang:Korupsi
jihannnn,pak mikir nya gimna sihhh yaa Tuhan 😭,-,0,Negatif,1,Sarkas,Mentan:Blunder
ayraa,dongokkkkk,-,0,Negatif,1,Sarkas,Beras:Mahal
Leeeey Dia,kesejahteraan e beda bapak😅😅😅😅,-,0,Negatif,2,Sarkas,Beras:Mahal
keno16♈,dasar binatang,-,0,Negatif,5,Marah,Mentan:Blunder
S U N I M,kenapa di jepang 100 ga ada harganya karna mata uang negara lain tidak sama dengan rupiah,-,0,Positif,5,Senang,Aspek:Logika
Leeeey Dia,😂😂😂,-,0,Positif,5,Senang,Sarkasme:Entertaining
agstdwf,@SEBLAK CIHUY BAWEAN🔥🍜✨: COBAK GAJINYA SAMAIN KAYAK JEPANG ANYING,-,0,Negatif,1,Sarkas,Mentan:Blunder
Martinplaythebeat,dontol bgt jir🤣,-,0,Negatif,1,Sarkas,Beras:Mahal
NICEGUY💥,@manan.joestar memposting ulang,-,0,Negatif,1,Marah,Beras:Mahal
YaniiBawell🤏🏻,dolarr nya pun gedeee pa jepang mahh jangan dibanding kn kaleeee bapaaa mampuu rakyat kecil MH beras harga 15 rb pun nyari duit nyaaa susahhh pake bangettttt,-,0,Negatif,1,Marah,Beras:Mahal
kelap kelip,SEMUANYA STRESSS,-,0,Negatif,1,Marah,Mentan:Blunder
saisyahaish,"indonesia disamakan dengan jepang, gaji aja udah kalah jauh😭😂",-,0,Negatif,5,Sarkas,Mentan:Blunder
@ Erni Yuliani 🛒,jug we mneh nu di jepang,-,0,Negatif,2,Sarkas,Jepang:Beda
Rapa sk_yapping`☂,kok orang kaya gini kalo ngomong gak pernah mikir trus yaa,-,0,Negatif,5,Sarkas,Orang Kaya:Mengganggu
༺ᴹᴬˢ༻,HAHAHAHAAAA🔥🔥🔥🔥 sekolah sampek gerbang doang 😏,-,0,Positif,5,Senang,Sarkasme:Entertaining
MAS R,"jepang umr na sabaraha pak bandingkeun jeng di indo kur 3,8 umr na",-,0,Negatif,1,Marah,Jepang:BedaUMR
firda.cha ݁𐙚,semaju apa sih pak negara kita ini 😭,-,0,Negatif,5,Sedih,Beras:Mahal
Indahpadawaktunya🌸,ingin ku berkata kasar tapi aku lagi hamil ga boleh sembarangan ngmong😭,-,0,Negatif,2,Sedih,Beras:Mahal
cilo,yg belakang kagak bisa mingkem ?,-,0,Negatif,2,Sarkas,Mentan:Blunder
Fita Fitaa,gak mikir nak ngomong,-,0,Negatif,1,Sarkas,Mentan:Blunder
Q&E,kami rakyat biasa pak bukan dpr yg tiap bulan di kasih uang beras 12 jt,-,0,Negatif,1,Marah,Beras:Mahal
Garila,😌😌😌😌😌😌🤷‍♂️😌😌😌😌😌😌,-,0,Negatif,5,Marah,Mentan:Blunder
Ratna dewi,"bpak GX mikir apa, masih bnyak yg GX mmpu buat beli beras pak.. mau makn aj susah .. pakek Indonesia, mau disamakan dengan jepang .",-,0,Negatif,1,Marah,Beras:Mahal
InungCebe,ngurusi negoro dewe ae semrawut. ngurusi negoro liyooo,-,0,Negatif,2,Sarkas,Mentan:Blunder
fie kthv💜,"astaghfirullah astaghfirullah,inginku mengetik kata kata kasar🤣",-,0,Negatif,2,Sarkas,Mentan:Blunder
Teh Lely,"pokonya saya mah cuma berdoa sama allah, selalu diberi kemudahan, kelancaran, berkah berlimpah rezekinya🤲",-,0,Positif,5,Senang,Doa:Berkat
ikmah🌻,"Jepang negara mau, indo negara mundur alon”",-,0,Negatif,2,Sarkas,Jepang:Kecil
labelanid,"bapak bandingin harga beras sama jepang, coba saya tanya UMR di indo samain sama dijepang bisa gak ? di kota ku masih 2jt lebih dikit apa gak sakit kepala pak kalo harus beli beras dengan harga tinggi 🥹",-,0,Negatif,1,Marah,Beras:Mahal
Selvi_taurussinta,halooo bapak... Jepang menanggung ibu hamil dan bayinya indo gitu juga gak.... gitu aja lah kalo main banding2an,-,0,Positif,5,Senang,Jepang:Netral
cece dini,"harga beras naik, tp pas petani yg jual ke pabrik berapa coba? dpt 7-8rb. bisa anjlok lg kl udh banyak yg panen",-,0,Negatif,2,Sarkas,Harga:Beras:Mahal
apiipp,DUNGU kata Rocky Gerung,-,0,Negatif,1,Marah,Mentan:Blunder
piecehappiness,"selalu ae mau samain indo ama negara2 maju🗿🗿🗿kan tol-,",-,0,Negatif,2,Sarkas,Mentan:Blunder
nvv,"UMR cuma 2,4jt ai harga beas hyg 100k/kg hadeuhhh",-,0,Negatif,1,Marah,UMR:Beda
"jek di panggil, ngapa?","ohhh yaudahh kalo nyamain sama jepang perbandingannya, kalo gitu gaji, fasilitas, kinerja pemerintah, dll harus di samain juga dong? masa iya beras doang yg lain ga di samain😹✌️",-,0,Negatif,5,Sarkas,Beras:Mahal
MEDIA BURUSERGAP INFO,kenapa lah Bangsa ini di isi oknum oknum yang ber otak dangkal. membandingkan harga di Indonesia dengan jepang😭😭😭,-,0,Negatif,1,Marah,Mentan:Blunder
i,benget tah hurung,-,0,Negatif,2,Sarkas,Beras:Mahal
Kaniaji,Ko makin asbun… yaaa😭😭😭,-,0,Negatif,1,Sedih,Beras:Mahal
Faveolate,Tol0l,-,0,Negatif,2,Sarkas,Beras:Mahal
putra_Ragiel.22,"Indonesia banyak pengangguran, besar korupsi.. Jepang negara maju rakyat makmur",-,0,Negatif,2,Marah,Jepang:Beda
emakketjeh1,capek yaa Allah.,-,0,Negatif,2,Sedih,Beras:Mahal
wonniedoo,makanya bergaul pak,-,0,Negatif,2,Sarkas,Beras:Mahal
